Zeit  1 - Langsame Messrate [s]	KMD1 [kN]	Vorne_links-v-control [mm]	Mitte_rechts-v [mm]	Vorne_rechts_v [mm]	Vorne_rechts_h_0_Grad [mm]	Vorne_mitte_h_0_Grad [mm]	Zeit  2 - Langsame Messrate [s]	Vorne_links_h_0_Grad [mm]	Mitte_h_0_Grad_1 [mm]	Mitte_h_0_Grad_2 [mm]	Mitte_h_90_Grad [mm]	Vorne_mitte_h_90_Grad_1 [mm]	Vorne_mitte_h_90_Grad_2 [mm]	Vorne_v_control [mm]	V_Mitte [mm]	Kraftges [kN]	Zeit [s]	Weg_soll []
557,80	27,89	-4,565	0,8173	-4,380	1,108	-0,1986	557,80	2,455	1,100	0,3743	3,729	0,8942	0,7465	-1,568	5,671	32,66	557,80	9,097	
558,00	27,89	-4,569	0,8173	-4,385	1,110	-0,1986	558,00	2,459	1,102	0,3754	3,734	0,8951	0,7462	-1,570	5,677	32,65	558,00	9,100	
558,20	27,89	-4,573	0,8173	-4,390	1,111	-0,1986	558,20	2,464	1,103	0,3764	3,739	0,8959	0,7457	-1,573	5,683	32,64	558,20	9,103	
558,40	27,89	-4,577	0,8173	-4,395	1,113	-0,1986	558,40	2,468	1,105	0,3775	3,744	0,8968	0,7451	-1,575	5,690	32,64	558,40	9,107	
558,60	27,90	-4,582	0,8173	-4,400	1,114	-0,1986	558,60	2,472	1,107	0,3786	3,748	0,8977	0,7447	-1,578	5,698	32,65	558,60	9,110	
558,80	27,92	-4,587	0,8173	-4,405	1,116	-0,1986	558,80	2,477	1,108	0,3799	3,753	0,8986	0,7443	-1,581	5,706	32,67	558,80	9,113	
559,00	27,94	-4,592	0,8173	-4,411	1,117	-0,1986	559,00	2,481	1,110	0,3811	3,759	0,8993	0,7441	-1,584	5,714	32,69	559,00	9,117	
559,20	27,95	-4,597	0,8173	-4,416	1,119	-0,1986	559,20	2,485	1,112	0,3827	3,765	0,8997	0,7437	-1,588	5,725	32,70	559,20	9,120	
559,40	27,96	-4,602	0,8173	-4,422	1,120	-0,1986	559,40	2,490	1,114	0,3844	3,771	0,8999	0,7431	-1,592	5,738	32,70	559,40	9,123	
559,60	27,97	-4,606	0,8172	-4,427	1,121	-0,1985	559,60	2,495	1,116	0,3862	3,776	0,9000	0,7426	-1,596	5,752	32,71	559,60	9,127	
559,80	27,97	-4,611	0,8172	-4,432	1,123	-0,1985	559,80	2,499	1,118	0,3881	3,781	0,9001	0,7422	-1,600	5,764	32,71	559,80	9,130	
560,00	27,98	-4,615	0,8173	-4,437	1,124	-0,1985	560,00	2,504	1,120	0,3899	3,786	0,9002	0,7417	-1,603	5,773	32,71	560,00	9,133	
560,20	27,99	-4,619	0,8172	-4,441	1,125	-0,1985	560,20	2,508	1,122	0,3916	3,791	0,9002	0,7413	-1,606	5,781	32,71	560,20	9,137	
560,40	27,99	-4,623	0,8172	-4,446	1,126	-0,1985	560,40	2,513	1,123	0,3932	3,796	0,9003	0,7409	-1,609	5,788	32,72	560,40	9,140	
560,60	28,00	-4,627	0,8173	-4,451	1,127	-0,1985	560,60	2,517	1,125	0,3947	3,801	0,9004	0,7405	-1,612	5,793	32,72	560,60	9,143	
560,80	28,01	-4,631	0,8172	-4,455	1,128	-0,1985	560,80	2,521	1,127	0,3962	3,805	0,9006	0,7401	-1,614	5,797	32,73	560,80	9,147	
561,00	28,01	-4,635	0,8172	-4,459	1,129	-0,1985	561,00	2,525	1,128	0,3976	3,809	0,9008	0,7397	-1,617	5,802	32,72	561,00	9,150	
561,20	28,02	-4,639	0,8173	-4,464	1,131	-0,1985	561,20	2,530	1,130	0,3991	3,814	0,9009	0,7392	-1,620	5,806	32,73	561,20	9,153	
561,40	28,02	-4,642	0,8172	-4,468	1,132	-0,1985	561,40	2,534	1,131	0,4006	3,819	0,9010	0,7387	-1,622	5,811	32,73	561,40	9,157	
561,60	28,03	-4,646	0,8172	-4,473	1,133	-0,1985	561,60	2,538	1,133	0,4020	3,824	0,9011	0,7383	-1,625	5,815	32,74	561,60	9,160	
561,80	28,04	-4,650	0,8172	-4,477	1,134	-0,1985	561,80	2,542	1,134	0,4035	3,828	0,9012	0,7379	-1,627	5,821	32,74	561,80	9,163	
562,00	28,04	-4,654	0,8172	-4,481	1,135	-0,1985	562,00	2,546	1,136	0,4049	3,833	0,9013	0,7375	-1,630	5,828	32,75	562,00	9,167	
562,20	28,05	-4,658	0,8172	-4,485	1,136	-0,1985	562,20	2,550	1,137	0,4062	3,837	0,9015	0,7372	-1,632	5,836	32,75	562,20	9,170	
562,40	28,05	-4,662	0,8172	-4,490	1,137	-0,1985	562,40	2,553	1,139	0,4076	3,841	0,9016	0,7369	-1,634	5,842	32,74	562,40	9,173	
562,60	28,04	-4,665	0,8172	-4,493	1,138	-0,1985	562,60	2,557	1,140	0,4088	3,844	0,9018	0,7366	-1,635	5,848	32,73	562,60	9,177	
562,80	28,05	-4,668	0,8172	-4,497	1,138	-0,1985	562,80	2,560	1,142	0,4098	3,847	0,9020	0,7364	-1,637	5,852	32,73	562,80	9,180	
563,00	28,05	-4,671	0,8172	-4,500	1,139	-0,1985	563,00	2,564	1,144	0,4106	3,850	0,9023	0,7362	-1,640	5,857	32,73	563,00	9,183	
563,20	28,07	-4,674	0,8173	-4,504	1,140	-0,1985	563,20	2,567	1,146	0,4113	3,853	0,9025	0,7360	-1,642	5,863	32,75	563,20	9,187	
563,40	28,08	-4,677	0,8173	-4,507	1,141	-0,1985	563,40	2,570	1,147	0,4121	3,857	0,9027	0,7358	-1,644	5,869	32,76	563,40	9,190	
563,60	28,09	-4,681	0,8173	-4,511	1,141	-0,1985	563,60	2,572	1,149	0,4130	3,860	0,9028	0,7357	-1,646	5,876	32,77	563,60	9,193	
563,80	28,14	-4,686	0,8173	-4,516	1,142	-0,1985	563,80	2,575	1,150	0,4140	3,864	0,9028	0,7356	-1,649	5,883	32,83	563,80	9,197	
564,00	28,17	-4,690	0,8174	-4,521	1,143	-0,1984	564,00	2,578	1,152	0,4152	3,868	0,9028	0,7356	-1,652	5,891	32,87	564,00	9,200	
564,20	28,18	-4,694	0,8176	-4,525	1,144	-0,1984	564,20	2,581	1,153	0,4166	3,873	0,9028	0,7356	-1,655	5,900	32,87	564,20	9,203	
564,40	28,19	-4,698	0,8179	-4,530	1,145	-0,1984	564,40	2,584	1,155	0,4180	3,878	0,9027	0,7357	-1,659	5,911	32,89	564,40	9,207	
564,60	28,20	-4,701	0,8184	-4,534	1,146	-0,1984	564,60	2,587	1,157	0,4194	3,882	0,9027	0,7357	-1,662	5,920	32,89	564,60	9,210	
564,80	28,21	-4,705	0,8202	-4,538	1,147	-0,1984	564,80	2,590	1,158	0,4207	3,885	0,9027	0,7356	-1,664	5,927	32,91	564,80	9,213	
565,00	28,21	-4,709	0,8222	-4,542	1,148	-0,1984	565,00	2,593	1,160	0,4219	3,889	0,9027	0,7356	-1,667	5,933	32,91	565,00	9,217	
565,20	28,23	-4,712	0,8253	-4,545	1,149	-0,1984	565,20	2,596	1,161	0,4232	3,893	0,9027	0,7355	-1,670	5,939	32,92	565,20	9,220	
565,40	28,23	-4,715	0,8273	-4,549	1,150	-0,1984	565,40	2,599	1,162	0,4243	3,896	0,9027	0,7355	-1,672	5,944	32,92	565,40	9,223	
565,60	28,23	-4,719	0,8287	-4,553	1,150	-0,1984	565,60	2,602	1,163	0,4254	3,899	0,9026	0,7354	-1,675	5,949	32,91	565,60	9,227	
565,80	28,24	-4,722	0,8292	-4,556	1,151	-0,1984	565,80	2,605	1,165	0,4265	3,902	0,9026	0,7354	-1,677	5,952	32,92	565,80	9,230	
566,00	28,25	-4,725	0,8298	-4,560	1,152	-0,1984	566,00	2,608	1,166	0,4275	3,905	0,9026	0,7353	-1,679	5,955	32,93	566,00	9,233	
566,20	28,25	-4,728	0,8305	-4,563	1,153	-0,1984	566,20	2,611	1,167	0,4284	3,908	0,9026	0,7352	-1,681	5,958	32,94	566,20	9,237	
566,40	28,26	-4,731	0,8321	-4,567	1,154	-0,1984	566,40	2,614	1,168	0,4295	3,912	0,9027	0,7351	-1,683	5,961	32,94	566,40	9,240	
566,60	28,27	-4,734	0,8327	-4,570	1,154	-0,1984	566,60	2,616	1,169	0,4305	3,915	0,9027	0,7350	-1,685	5,964	32,95	566,60	9,243	
566,80	28,27	-4,737	0,8333	-4,573	1,155	-0,1984	566,80	2,619	1,170	0,4314	3,919	0,9028	0,7349	-1,687	5,967	32,94	566,80	9,247	
567,00	28,27	-4,740	0,8335	-4,576	1,156	-0,1984	567,00	2,622	1,171	0,4323	3,922	0,9029	0,7347	-1,689	5,970	32,95	567,00	9,250	
567,20	28,29	-4,743	0,8340	-4,580	1,156	-0,1984	567,20	2,625	1,172	0,4331	3,926	0,9029	0,7346	-1,691	5,975	32,96	567,20	9,253	
567,40	28,29	-4,745	0,8349	-4,583	1,157	-0,1984	567,40	2,627	1,173	0,4342	3,929	0,9030	0,7344	-1,693	5,980	32,96	567,40	9,257	
567,60	28,30	-4,749	0,8353	-4,586	1,158	-0,1984	567,60	2,630	1,174	0,4353	3,933	0,9031	0,7342	-1,696	5,985	32,97	567,60	9,260	
567,80	28,30	-4,751	0,8357	-4,589	1,158	-0,1984	567,80	2,633	1,175	0,4366	3,936	0,9032	0,7339	-1,698	5,991	32,97	567,80	9,263	
568,00	28,31	-4,754	0,8361	-4,593	1,159	-0,1984	568,00	2,636	1,176	0,4379	3,940	0,9033	0,7337	-1,700	5,997	32,98	568,00	9,267	
568,20	28,32	-4,757	0,8373	-4,596	1,160	-0,1984	568,20	2,638	1,177	0,4390	3,943	0,9034	0,7335	-1,702	6,002	32,98	568,20	9,270	
568,40	28,32	-4,760	0,8378	-4,599	1,160	-0,1984	568,40	2,641	1,178	0,4400	3,945	0,9036	0,7333	-1,704	6,008	32,98	568,40	9,273	
568,60	28,32	-4,763	0,8387	-4,602	1,161	-0,1984	568,60	2,643	1,179	0,4409	3,948	0,9039	0,7331	-1,706	6,013	32,98	568,60	9,277	
568,80	28,32	-4,765	0,8392	-4,605	1,161	-0,1984	568,80	2,646	1,180	0,4417	3,950	0,9042	0,7329	-1,708	6,018	32,98	568,80	9,280	
569,00	28,33	-4,768	0,8398	-4,608	1,162	-0,1984	569,00	2,648	1,181	0,4425	3,952	0,9046	0,7328	-1,710	6,022	32,99	569,00	9,283	
569,20	28,34	-4,771	0,8402	-4,611	1,162	-0,1984	569,20	2,650	1,182	0,4433	3,955	0,9051	0,7327	-1,712	6,026	32,99	569,20	9,287	
569,40	28,34	-4,773	0,8405	-4,614	1,163	-0,1984	569,40	2,653	1,183	0,4441	3,957	0,9056	0,7326	-1,714	6,029	32,99	569,40	9,290	
569,60	28,34	-4,776	0,8413	-4,617	1,163	-0,1984	569,60	2,655	1,184	0,4449	3,960	0,9061	0,7325	-1,715	6,033	32,99	569,60	9,293	
569,80	28,35	-4,778	0,8422	-4,620	1,163	-0,1984	569,80	2,657	1,185	0,4456	3,963	0,9068	0,7324	-1,717	6,037	33,00	569,80	9,297	
570,00	28,34	-4,780	0,8432	-4,622	1,164	-0,1984	570,00	2,660	1,185	0,4463	3,966	0,9075	0,7323	-1,719	6,043	32,99	570,00	9,300	
570,20	28,35	-4,782	0,8441	-4,625	1,164	-0,1984	570,20	2,662	1,186	0,4469	3,968	0,9082	0,7322	-1,720	6,049	32,99	570,20	9,303	
570,40	28,34	-4,785	0,8450	-4,628	1,164	-0,1984	570,40	2,664	1,187	0,4474	3,971	0,9091	0,7322	-1,721	6,054	32,98	570,40	9,307	
570,60	28,35	-4,787	0,8457	-4,630	1,165	-0,1983	570,60	2,666	1,188	0,4480	3,974	0,9101	0,7321	-1,723	6,059	32,99	570,60	9,310	
570,80	28,35	-4,789	0,8465	-4,633	1,165	-0,1983	570,80	2,668	1,189	0,4486	3,976	0,9112	0,7320	-1,724	6,064	32,98	570,80	9,313	
571,00	28,35	-4,791	0,8474	-4,635	1,166	-0,1983	571,00	2,670	1,190	0,4493	3,978	0,9125	0,7319	-1,726	6,069	32,98	571,00	9,317	
571,20	28,36	-4,794	0,8486	-4,637	1,166	-0,1983	571,20	2,672	1,191	0,4498	3,981	0,9137	0,7318	-1,727	6,073	33,00	571,20	9,320	
571,40	28,36	-4,796	0,8499	-4,640	1,167	-0,1983	571,40	2,674	1,191	0,4504	3,983	0,9148	0,7317	-1,728	6,076	32,98	571,40	9,323	
571,60	28,36	-4,798	0,8515	-4,642	1,167	-0,1983	571,60	2,676	1,192	0,4510	3,986	0,9160	0,7316	-1,729	6,080	32,99	571,60	9,327	
571,80	28,37	-4,801	0,8527	-4,644	1,167	-0,1983	571,80	2,678	1,193	0,4516	3,988	0,9171	0,7316	-1,731	6,083	32,99	571,80	9,330	
572,00	28,37	-4,803	0,8539	-4,646	1,168	-0,1983	572,00	2,680	1,193	0,4521	3,990	0,9184	0,7315	-1,732	6,086	32,99	572,00	9,333	
572,20	28,37	-4,805	0,8546	-4,648	1,168	-0,1983	572,20	2,682	1,194	0,4526	3,992	0,9198	0,7314	-1,734	6,089	32,99	572,20	9,337	
572,40	28,37	-4,807	0,8556	-4,651	1,169	-0,1983	572,40	2,683	1,195	0,4530	3,994	0,9211	0,7313	-1,735	6,091	32,99	572,40	9,340	
572,60	28,37	-4,809	0,8562	-4,653	1,169	-0,1983	572,60	2,685	1,195	0,4535	3,996	0,9225	0,7313	-1,736	6,094	32,99	572,60	9,343	
572,80	28,38	-4,810	0,8580	-4,655	1,169	-0,1983	572,80	2,687	1,196	0,4540	3,998	0,9239	0,7312	-1,737	6,097	32,99	572,80	9,347	
573,00	28,38	-4,812	0,8601	-4,657	1,170	-0,1983	573,00	2,689	1,197	0,4545	4,000	0,9254	0,7312	-1,739	6,101	32,99	573,00	9,350	
573,20	28,38	-4,814	0,8611	-4,659	1,170	-0,1983	573,20	2,690	1,197	0,4550	4,002	0,9269	0,7311	-1,740	6,104	33,00	573,20	9,353	
573,40	28,38	-4,816	0,8624	-4,661	1,170	-0,1983	573,40	2,692	1,198	0,4555	4,005	0,9284	0,7311	-1,741	6,107	32,99	573,40	9,357	
573,60	28,39	-4,818	0,8634	-4,663	1,171	-0,1983	573,60	2,694	1,198	0,4560	4,007	0,9297	0,7310	-1,742	6,111	33,00	573,60	9,360	
573,80	28,41	-4,820	0,8650	-4,665	1,171	-0,1983	573,80	2,695	1,199	0,4565	4,009	0,9310	0,7309	-1,743	6,114	33,03	573,80	9,363	
574,00	28,41	-4,822	0,8665	-4,668	1,171	-0,1983	574,00	2,697	1,200	0,4570	4,011	0,9321	0,7309	-1,745	6,118	33,02	574,00	9,367	
574,20	28,42	-4,824	0,8683	-4,670	1,171	-0,1983	574,20	2,699	1,200	0,4576	4,013	0,9332	0,7309	-1,746	6,121	33,04	574,20	9,370	
574,40	28,43	-4,826	0,8701	-4,672	1,172	-0,1983	574,40	2,700	1,201	0,4582	4,015	0,9342	0,7309	-1,748	6,125	33,04	574,40	9,373	
574,60	28,43	-4,827	0,8716	-4,674	1,172	-0,1983	574,60	2,702	1,202	0,4587	4,018	0,9352	0,7308	-1,749	6,128	33,04	574,60	9,377	
574,80	28,42	-4,829	0,8725	-4,676	1,172	-0,1983	574,80	2,704	1,202	0,4593	4,020	0,9362	0,7308	-1,750	6,130	33,03	574,80	9,380	
575,00	28,42	-4,831	0,8729	-4,677	1,173	-0,1983	575,00	2,706	1,203	0,4597	4,022	0,9373	0,7308	-1,751	6,132	33,03	575,00	9,383	
575,20	28,42	-4,832	0,8733	-4,679	1,173	-0,1983	575,20	2,707	1,204	0,4601	4,024	0,9384	0,7308	-1,752	6,134	33,03	575,20	9,387	
575,40	28,42	-4,834	0,8735	-4,681	1,173	-0,1983	575,40	2,709	1,204	0,4605	4,026	0,9394	0,7307	-1,753	6,136	33,01	575,40	9,390	
575,60	28,41	-4,836	0,8742	-4,682	1,173	-0,1983	575,60	2,711	1,205	0,4609	4,027	0,9404	0,7306	-1,754	6,138	33,01	575,60	9,393	
575,80	28,42	-4,837	0,8749	-4,684	1,173	-0,1983	575,80	2,712	1,206	0,4612	4,029	0,9412	0,7306	-1,755	6,141	33,01	575,80	9,397	
576,00	28,42	-4,839	0,8753	-4,686	1,174	-0,1983	576,00	2,714	1,206	0,4616	4,031	0,9420	0,7305	-1,756	6,143	33,01	576,00	9,400	
576,20	28,42	-4,840	0,8755	-4,687	1,174	-0,1983	576,20	2,715	1,207	0,4620	4,033	0,9427	0,7304	-1,757	6,145	33,01	576,20	9,403	
576,40	28,42	-4,842	0,8760	-4,689	1,174	-0,1983	576,40	2,717	1,207	0,4624	4,034	0,9434	0,7303	-1,757	6,147	33,00	576,40	9,407	
576,60	28,41	-4,843	0,8764	-4,690	1,174	-0,1983	576,60	2,718	1,208	0,4628	4,036	0,9442	0,7302	-1,758	6,149	33,00	576,60	9,410	
576,80	28,42	-4,845	0,8769	-4,692	1,175	-0,1983	576,80	2,719	1,208	0,4632	4,037	0,9450	0,7301	-1,759	6,152	33,00	576,80	9,413	
577,00	28,41	-4,846	0,8774	-4,694	1,175	-0,1983	577,00	2,721	1,209	0,4636	4,039	0,9458	0,7299	-1,760	6,154	32,99	577,00	9,417	
577,20	28,42	-4,848	0,8780	-4,695	1,175	-0,1983	577,20	2,722	1,209	0,4641	4,040	0,9467	0,7298	-1,761	6,156	33,00	577,20	9,420	
577,40	28,42	-4,849	0,8783	-4,697	1,175	-0,1983	577,40	2,723	1,210	0,4645	4,042	0,9476	0,7297	-1,762	6,158	33,00	577,40	9,423	
577,60	28,42	-4,851	0,8786	-4,698	1,175	-0,1983	577,60	2,725	1,210	0,4649	4,043	0,9485	0,7296	-1,762	6,160	32,99	577,60	9,427	
577,80	28,41	-4,852	0,8790	-4,699	1,176	-0,1983	577,80	2,726	1,210	0,4653	4,045	0,9493	0,7296	-1,763	6,162	32,98	577,80	9,430	
578,00	28,41	-4,853	0,8793	-4,701	1,176	-0,1983	578,00	2,727	1,211	0,4657	4,046	0,9502	0,7295	-1,764	6,163	32,99	578,00	9,433	
578,20	28,42	-4,855	0,8798	-4,703	1,176	-0,1983	578,20	2,729	1,211	0,4660	4,048	0,9510	0,7294	-1,765	6,165	32,99	578,20	9,437	
578,40	28,42	-4,856	0,8800	-4,704	1,176	-0,1983	578,40	2,730	1,212	0,4664	4,049	0,9518	0,7294	-1,766	6,167	33,00	578,40	9,440	
578,60	28,43	-4,858	0,8804	-4,706	1,177	-0,1983	578,60	2,731	1,212	0,4667	4,051	0,9526	0,7294	-1,767	6,170	33,00	578,60	9,443	
578,80	28,43	-4,860	0,8806	-4,708	1,177	-0,1983	578,80	2,732	1,212	0,4671	4,053	0,9533	0,7294	-1,768	6,172	33,00	578,80	9,447	
579,00	28,46	-4,862	0,8810	-4,710	1,177	-0,1983	579,00	2,734	1,213	0,4675	4,055	0,9540	0,7293	-1,769	6,174	33,04	579,00	9,450	
579,20	28,47	-4,864	0,8814	-4,712	1,178	-0,1983	579,20	2,735	1,213	0,4680	4,057	0,9548	0,7292	-1,771	6,177	33,05	579,20	9,453	
579,40	28,48	-4,866	0,8820	-4,715	1,178	-0,1983	579,40	2,737	1,214	0,4686	4,059	0,9555	0,7291	-1,772	6,181	33,05	579,40	9,457	
579,60	28,49	-4,868	0,8825	-4,717	1,178	-0,1983	579,60	2,738	1,215	0,4692	4,061	0,9562	0,7290	-1,774	6,185	33,08	579,60	9,460	
579,80	28,43	-4,869	0,8829	-4,719	1,179	-0,1983	579,80	2,740	1,215	0,4698	4,064	0,9570	0,7290	-1,775	6,189	32,98	579,80	9,463	
580,00	28,43	-4,871	0,8837	-4,721	1,179	-0,1982	580,00	2,741	1,216	0,4703	4,066	0,9577	0,7289	-1,776	6,193	32,99	580,00	9,467	
580,20	28,50	-4,873	0,8845	-4,722	1,179	-0,1982	580,20	2,742	1,217	0,4707	4,068	0,9583	0,7289	-1,778	6,196	33,08	580,20	9,470	
580,40	28,50	-4,874	0,8848	-4,724	1,180	-0,1982	580,40	2,744	1,217	0,4712	4,069	0,9590	0,7288	-1,779	6,198	33,07	580,40	9,473	
580,60	28,50	-4,876	0,8850	-4,726	1,180	-0,1982	580,60	2,745	1,218	0,4717	4,071	0,9597	0,7288	-1,780	6,201	33,08	580,60	9,477	
580,80	28,50	-4,878	0,8855	-4,728	1,180	-0,1983	580,80	2,747	1,219	0,4721	4,073	0,9604	0,7287	-1,781	6,203	33,07	580,80	9,480	
581,00	28,51	-4,879	0,8858	-4,730	1,180	-0,1983	581,00	2,748	1,219	0,4726	4,075	0,9611	0,7287	-1,782	6,205	33,08	581,00	9,483	
581,20	28,51	-4,881	0,8862	-4,731	1,181	-0,1983	581,20	2,750	1,220	0,4731	4,077	0,9618	0,7286	-1,783	6,207	33,08	581,20	9,487	
581,40	28,51	-4,883	0,8865	-4,733	1,181	-0,1983	581,40	2,751	1,220	0,4736	4,079	0,9625	0,7286	-1,784	6,210	33,08	581,40	9,490	
581,60	28,51	-4,884	0,8869	-4,735	1,181	-0,1983	581,60	2,753	1,220	0,4740	4,080	0,9632	0,7286	-1,785	6,214	33,08	581,60	9,493	
581,80	28,51	-4,886	0,8871	-4,736	1,181	-0,1983	581,80	2,754	1,221	0,4745	4,082	0,9639	0,7286	-1,786	6,218	33,08	581,80	9,497	
582,00	28,52	-4,887	0,8876	-4,738	1,182	-0,1983	582,00	2,755	1,221	0,4749	4,084	0,9645	0,7286	-1,787	6,222	33,08	582,00	9,500	
582,20	28,52	-4,888	0,8881	-4,740	1,182	-0,1983	582,20	2,757	1,222	0,4752	4,085	0,9651	0,7286	-1,788	6,226	33,08	582,20	9,503	
582,40	28,52	-4,890	0,8884	-4,741	1,182	-0,1983	582,40	2,758	1,222	0,4757	4,086	0,9657	0,7285	-1,788	6,229	33,09	582,40	9,507	
582,60	28,52	-4,891	0,8890	-4,743	1,183	-0,1983	582,60	2,759	1,223	0,4761	4,088	0,9664	0,7285	-1,789	6,232	33,07	582,60	9,510	
582,80	28,52	-4,893	0,8894	-4,744	1,183	-0,1983	582,80	2,760	1,223	0,4765	4,089	0,9669	0,7285	-1,790	6,235	33,08	582,80	9,513	
583,00	28,53	-4,894	0,8903	-4,745	1,183	-0,1983	583,00	2,762	1,224	0,4770	4,091	0,9675	0,7285	-1,791	6,239	33,09	583,00	9,517	
583,20	28,52	-4,896	0,8910	-4,747	1,183	-0,1983	583,20	2,763	1,224	0,4774	4,092	0,9682	0,7285	-1,792	6,243	33,08	583,20	9,520	
583,40	28,53	-4,897	0,8915	-4,749	1,184	-0,1982	583,40	2,765	1,224	0,4779	4,094	0,9688	0,7285	-1,793	6,246	33,09	583,40	9,523	
583,60	28,53	-4,898	0,8921	-4,750	1,184	-0,1982	583,60	2,766	1,225	0,4783	4,096	0,9694	0,7285	-1,794	6,248	33,08	583,60	9,527	
583,80	28,53	-4,900	0,8926	-4,752	1,184	-0,1982	583,80	2,767	1,225	0,4787	4,098	0,9701	0,7285	-1,794	6,250	33,08	583,80	9,530	
584,00	28,53	-4,901	0,8931	-4,753	1,184	-0,1982	584,00	2,768	1,226	0,4792	4,100	0,9707	0,7285	-1,795	6,253	33,08	584,00	9,533	
584,20	28,54	-4,903	0,8936	-4,755	1,185	-0,1982	584,20	2,769	1,226	0,4796	4,102	0,9713	0,7285	-1,796	6,255	33,09	584,20	9,537	
584,40	28,55	-4,904	0,8945	-4,757	1,185	-0,1982	584,40	2,771	1,226	0,4800	4,103	0,9719	0,7286	-1,797	6,257	33,10	584,40	9,540	
584,60	28,54	-4,906	0,8952	-4,758	1,185	-0,1982	584,60	2,772	1,227	0,4805	4,105	0,9724	0,7286	-1,798	6,259	33,09	584,60	9,543	
584,80	28,55	-4,907	0,8959	-4,760	1,186	-0,1982	584,80	2,773	1,227	0,4809	4,107	0,9730	0,7286	-1,799	6,261	33,10	584,80	9,547	
585,00	28,56	-4,909	0,8967	-4,761	1,186	-0,1982	585,00	2,774	1,227	0,4813	4,109	0,9735	0,7286	-1,800	6,263	33,11	585,00	9,550	
585,20	28,56	-4,911	0,8975	-4,763	1,186	-0,1982	585,20	2,775	1,228	0,4816	4,111	0,9740	0,7287	-1,801	6,265	33,11	585,20	9,553	
585,40	28,56	-4,912	0,8982	-4,765	1,187	-0,1982	585,40	2,777	1,228	0,4820	4,113	0,9745	0,7287	-1,802	6,268	33,11	585,40	9,557	
585,60	28,57	-4,914	0,8985	-4,767	1,187	-0,1982	585,60	2,778	1,229	0,4825	4,115	0,9751	0,7287	-1,803	6,270	33,12	585,60	9,560	
585,80	28,57	-4,915	0,8990	-4,769	1,187	-0,1982	585,80	2,779	1,229	0,4829	4,116	0,9757	0,7287	-1,804	6,273	33,12	585,80	9,563	
586,00	28,58	-4,917	0,8994	-4,771	1,188	-0,1982	586,00	2,780	1,230	0,4833	4,118	0,9765	0,7288	-1,805	6,275	33,13	586,00	9,567	
586,20	28,58	-4,919	0,8999	-4,772	1,188	-0,1982	586,20	2,781	1,230	0,4838	4,119	0,9774	0,7288	-1,805	6,278	33,13	586,20	9,570	
586,40	28,59	-4,920	0,9001	-4,774	1,188	-0,1982	586,40	2,782	1,231	0,4842	4,121	0,9783	0,7288	-1,806	6,280	33,13	586,40	9,573	
586,60	28,59	-4,922	0,9003	-4,776	1,188	-0,1982	586,60	2,783	1,231	0,4847	4,123	0,9793	0,7288	-1,807	6,282	33,13	586,60	9,577	
586,80	28,59	-4,923	0,9007	-4,777	1,189	-0,1982	586,80	2,784	1,232	0,4851	4,125	0,9802	0,7289	-1,808	6,284	33,13	586,80	9,580	
587,00	28,59	-4,925	0,9015	-4,779	1,189	-0,1982	587,00	2,786	1,232	0,4856	4,126	0,9811	0,7289	-1,809	6,285	33,13	587,00	9,583	
587,20	28,59	-4,926	0,9019	-4,780	1,189	-0,1982	587,20	2,787	1,233	0,4860	4,128	0,9819	0,7289	-1,810	6,286	33,13	587,20	9,587	
587,40	28,60	-4,927	0,9024	-4,782	1,190	-0,1982	587,40	2,788	1,233	0,4864	4,130	0,9827	0,7289	-1,811	6,288	33,13	587,40	9,590	
587,60	28,59	-4,929	0,9030	-4,783	1,190	-0,1982	587,60	2,789	1,233	0,4868	4,131	0,9835	0,7290	-1,812	6,290	33,13	587,60	9,593	
587,80	28,59	-4,930	0,9035	-4,785	1,190	-0,1982	587,80	2,790	1,234	0,4872	4,132	0,9843	0,7290	-1,813	6,291	33,13	587,80	9,597	
588,00	28,60	-4,932	0,9040	-4,786	1,190	-0,1982	588,00	2,791	1,234	0,4876	4,134	0,9851	0,7291	-1,814	6,293	33,14	588,00	9,600	
588,20	28,60	-4,933	0,9043	-4,788	1,191	-0,1982	588,20	2,792	1,235	0,4880	4,135	0,9859	0,7291	-1,815	6,294	33,13	588,20	9,603	
588,40	28,60	-4,934	0,9045	-4,789	1,191	-0,1982	588,40	2,793	1,235	0,4883	4,137	0,9867	0,7291	-1,815	6,295	33,13	588,40	9,607	
588,60	28,60	-4,935	0,9048	-4,790	1,191	-0,1982	588,60	2,794	1,235	0,4887	4,139	0,9875	0,7291	-1,816	6,297	33,13	588,60	9,610	
588,80	28,60	-4,937	0,9051	-4,792	1,191	-0,1982	588,80	2,795	1,236	0,4890	4,140	0,9883	0,7292	-1,817	6,298	33,13	588,80	9,613	
589,00	28,60	-4,938	0,9052	-4,793	1,192	-0,1982	589,00	2,796	1,236	0,4894	4,142	0,9891	0,7292	-1,817	6,299	33,13	589,00	9,617	
589,20	28,60	-4,939	0,9055	-4,794	1,192	-0,1982	589,20	2,797	1,236	0,4897	4,143	0,9898	0,7293	-1,818	6,301	33,12	589,20	9,620	
589,40	28,60	-4,941	0,9059	-4,796	1,192	-0,1982	589,40	2,798	1,237	0,4901	4,144	0,9906	0,7293	-1,819	6,302	33,13	589,40	9,623	
