Zeit  1 - Langsame Messrate [s]	KMD1 [kN]	Vorne_links-v-control [mm]	Mitte_rechts-v [mm]	Vorne_rechts_v [mm]	Vorne_rechts_h_0_Grad [mm]	Vorne_mitte_h_0_Grad [mm]	Zeit  2 - Langsame Messrate [s]	Vorne_links_h_0_Grad [mm]	Mitte_h_0_Grad_1 [mm]	Mitte_h_0_Grad_2 [mm]	Mitte_h_90_Grad [mm]	Vorne_mitte_h_90_Grad_1 [mm]	Vorne_mitte_h_90_Grad_2 [mm]	Vorne_v_control [mm]	V_Mitte [mm]	Kraftges [kN]	Zeit [s]	Weg_soll []
99,40	1,178	0,1311	0,2847	0,00979	-0,1139	-0,00496	99,40	-0,09968	-0,08561	0,00382	0,1355	0,05557	0,06824	-0,05561	0,1353	1,833	99,40	1,457	
99,60	1,190	0,1313	0,2854	0,00964	-0,1143	-0,00496	99,60	-0,1001	-0,08586	0,00382	0,1358	0,05574	0,06847	-0,05588	0,1359	1,850	99,60	1,460	
99,80	1,199	0,1315	0,2860	0,00946	-0,1146	-0,00496	99,80	-0,1005	-0,08611	0,00383	0,1362	0,05597	0,06876	-0,05629	0,1366	1,863	99,80	1,463	
100,00	1,209	0,1317	0,2866	0,00929	-0,1151	-0,00497	100,00	-0,1010	-0,08633	0,00384	0,1368	0,05625	0,06913	-0,05679	0,1374	1,876	100,00	1,467	
100,20	1,206	0,1319	0,2876	0,00915	-0,1155	-0,00497	100,20	-0,1015	-0,08656	0,00385	0,1376	0,05656	0,06954	-0,05733	0,1382	1,873	100,20	1,470	
100,40	1,214	0,1321	0,2888	0,00905	-0,1159	-0,00497	100,40	-0,1020	-0,08683	0,00387	0,1385	0,05687	0,06994	-0,05783	0,1392	1,885	100,40	1,473	
100,60	1,220	0,1323	0,2906	0,00902	-0,1163	-0,00497	100,60	-0,1024	-0,08714	0,00388	0,1394	0,05717	0,07030	-0,05825	0,1399	1,893	100,60	1,477	
100,80	1,220	0,1324	0,2929	0,00900	-0,1166	-0,00496	100,80	-0,1028	-0,08752	0,00389	0,1401	0,05744	0,07059	-0,05853	0,1404	1,893	100,80	1,480	
101,00	1,226	0,1326	0,2947	0,00899	-0,1169	-0,00497	101,00	-0,1032	-0,08793	0,00391	0,1406	0,05769	0,07082	-0,05870	0,1409	1,903	101,00	1,483	
101,20	1,228	0,1327	0,2953	0,00901	-0,1172	-0,00497	101,20	-0,1035	-0,08836	0,00394	0,1409	0,05791	0,07100	-0,05883	0,1413	1,905	101,20	1,487	
101,40	1,228	0,1328	0,2959	0,00892	-0,1174	-0,00496	101,40	-0,1037	-0,08878	0,00395	0,1412	0,05811	0,07116	-0,05892	0,1417	1,904	101,40	1,490	
101,60	1,227	0,1330	0,2966	0,00886	-0,1177	-0,00496	101,60	-0,1040	-0,08917	0,00398	0,1415	0,05829	0,07131	-0,05894	0,1420	1,904	101,60	1,493	
101,80	1,235	0,1331	0,2971	0,00884	-0,1179	-0,00496	101,80	-0,1042	-0,08953	0,00400	0,1418	0,05847	0,07144	-0,05889	0,1424	1,916	101,80	1,497	
102,00	1,244	0,1332	0,2981	0,00859	-0,1183	-0,00496	102,00	-0,1044	-0,08986	0,00401	0,1422	0,05866	0,07158	-0,05888	0,1428	1,928	102,00	1,500	
102,20	1,259	0,1334	0,2998	0,00826	-0,1188	-0,00496	102,20	-0,1046	-0,09018	0,00400	0,1426	0,05892	0,07183	-0,05904	0,1434	1,949	102,20	1,503	
102,40	1,263	0,1336	0,3014	0,00788	-0,1193	-0,00497	102,40	-0,1050	-0,09046	0,00397	0,1433	0,05924	0,07232	-0,05952	0,1442	1,956	102,40	1,507	
102,60	1,285	0,1340	0,3026	0,00758	-0,1199	-0,00497	102,60	-0,1057	-0,09068	0,00397	0,1448	0,05956	0,07292	-0,06024	0,1453	1,986	102,60	1,510	
102,80	1,286	0,1344	0,3041	0,00735	-0,1204	-0,00499	102,80	-0,1066	-0,09088	0,00403	0,1468	0,05986	0,07347	-0,06097	0,1463	1,988	102,80	1,513	
103,00	1,296	0,1348	0,3052	0,00722	-0,1209	-0,00499	103,00	-0,1074	-0,09113	0,00409	0,1487	0,06016	0,07395	-0,06160	0,1471	2,003	103,00	1,517	
103,20	1,301	0,1350	0,3059	0,00711	-0,1213	-0,00499	103,20	-0,1081	-0,09148	0,00413	0,1500	0,06048	0,07441	-0,06210	0,1477	2,010	103,20	1,520	
103,40	1,306	0,1353	0,3064	0,00696	-0,1218	-0,00499	103,40	-0,1087	-0,09193	0,00416	0,1509	0,06080	0,07485	-0,06252	0,1481	2,017	103,40	1,523	
103,60	1,318	0,1354	0,3076	0,00674	-0,1222	-0,00499	103,60	-0,1093	-0,09243	0,00419	0,1517	0,06109	0,07524	-0,06292	0,1487	2,034	103,60	1,527	
103,80	1,329	0,1357	0,3094	0,00643	-0,1228	-0,00499	103,80	-0,1099	-0,09295	0,00423	0,1524	0,06137	0,07565	-0,06342	0,1493	2,050	103,80	1,530	
104,00	1,344	0,1359	0,3124	0,00616	-0,1234	-0,00499	104,00	-0,1106	-0,09350	0,00427	0,1533	0,06169	0,07611	-0,06409	0,1499	2,072	104,00	1,533	
104,20	1,356	0,1361	0,3149	0,00587	-0,1240	-0,00500	104,20	-0,1113	-0,09407	0,00431	0,1544	0,06207	0,07665	-0,06487	0,1505	2,088	104,20	1,537	
104,40	1,365	0,1364	0,3162	0,00560	-0,1246	-0,00500	104,40	-0,1121	-0,09466	0,00435	0,1557	0,06249	0,07722	-0,06567	0,1511	2,103	104,40	1,540	
104,60	1,371	0,1367	0,3185	0,00544	-0,1252	-0,00500	104,60	-0,1128	-0,09525	0,00441	0,1571	0,06291	0,07777	-0,06647	0,1518	2,110	104,60	1,543	
104,80	1,376	0,1370	0,3197	0,00531	-0,1257	-0,00500	104,80	-0,1135	-0,09585	0,00446	0,1584	0,06333	0,07827	-0,06721	0,1522	2,118	104,80	1,547	
105,00	1,380	0,1372	0,3210	0,00522	-0,1262	-0,00500	105,00	-0,1142	-0,09647	0,00451	0,1597	0,06374	0,07874	-0,06783	0,1523	2,124	105,00	1,550	
105,20	1,389	0,1374	0,3228	0,00513	-0,1267	-0,00501	105,20	-0,1147	-0,09712	0,00456	0,1605	0,06408	0,07918	-0,06834	0,1525	2,136	105,20	1,553	
105,40	1,399	0,1377	0,3237	0,00507	-0,1271	-0,00501	105,40	-0,1153	-0,09779	0,00463	0,1612	0,06439	0,07958	-0,06881	0,1529	2,151	105,40	1,557	
105,60	1,340	0,1379	0,3243	0,00509	-0,1275	-0,00500	105,60	-0,1158	-0,09847	0,00469	0,1617	0,06468	0,07995	-0,06924	0,1532	2,069	105,60	1,560	
105,80	1,385	0,1381	0,3249	0,00509	-0,1278	-0,00495	105,80	-0,1163	-0,09916	0,00476	0,1621	0,06494	0,08026	-0,06961	0,1536	2,132	105,80	1,563	
106,00	1,406	0,1383	0,3260	0,00503	-0,1281	-0,00492	106,00	-0,1167	-0,09982	0,00483	0,1626	0,06518	0,08052	-0,06988	0,1538	2,162	106,00	1,567	
106,20	1,406	0,1385	0,3270	0,00489	-0,1284	-0,00497	106,20	-0,1170	-0,1004	0,00490	0,1631	0,06541	0,08074	-0,07016	0,1541	2,162	106,20	1,570	
106,40	1,420	0,1387	0,3281	0,00481	-0,1288	-0,00501	106,40	-0,1174	-0,1010	0,00497	0,1635	0,06562	0,08099	-0,07047	0,1544	2,182	106,40	1,573	
106,60	1,416	0,1389	0,3290	0,00472	-0,1290	-0,00503	106,60	-0,1177	-0,1014	0,00504	0,1639	0,06584	0,08126	-0,07080	0,1547	2,177	106,60	1,577	
106,80	1,424	0,1390	0,3300	0,00465	-0,1294	-0,00503	106,80	-0,1181	-0,1018	0,00511	0,1644	0,06605	0,08153	-0,07113	0,1550	2,188	106,80	1,580	
107,00	1,433	0,1392	0,3310	0,00455	-0,1297	-0,00503	107,00	-0,1185	-0,1022	0,00518	0,1649	0,06626	0,08180	-0,07145	0,1551	2,202	107,00	1,583	
107,20	1,437	0,1394	0,3320	0,00437	-0,1300	-0,00503	107,20	-0,1189	-0,1025	0,00524	0,1654	0,06646	0,08207	-0,07179	0,1553	2,207	107,20	1,587	
107,40	1,444	0,1395	0,3327	0,00430	-0,1303	-0,00502	107,40	-0,1193	-0,1029	0,00530	0,1660	0,06667	0,08235	-0,07216	0,1555	2,217	107,40	1,590	
107,60	1,454	0,1397	0,3337	0,00418	-0,1306	-0,00503	107,60	-0,1198	-0,1032	0,00536	0,1665	0,06688	0,08266	-0,07255	0,1558	2,232	107,60	1,593	
107,80	1,458	0,1400	0,3348	0,00399	-0,1310	-0,00503	107,80	-0,1203	-0,1035	0,00541	0,1669	0,06710	0,08299	-0,07297	0,1561	2,237	107,80	1,597	
108,00	1,462	0,1401	0,3360	0,00385	-0,1314	-0,00504	108,00	-0,1207	-0,1038	0,00546	0,1674	0,06733	0,08333	-0,07340	0,1564	2,242	108,00	1,600	
108,20	1,469	0,1403	0,3370	0,00373	-0,1317	-0,00504	108,20	-0,1212	-0,1042	0,00550	0,1679	0,06754	0,08369	-0,07388	0,1568	2,253	108,20	1,603	
108,40	1,472	0,1405	0,3376	0,00364	-0,1320	-0,00504	108,40	-0,1217	-0,1045	0,00555	0,1684	0,06777	0,08405	-0,07433	0,1571	2,258	108,40	1,607	
108,60	1,476	0,1406	0,3383	0,00366	-0,1322	-0,00505	108,60	-0,1222	-0,1048	0,00560	0,1690	0,06800	0,08438	-0,07468	0,1574	2,263	108,60	1,610	
108,80	1,477	0,1407	0,3389	0,00361	-0,1325	-0,00505	108,80	-0,1225	-0,1052	0,00565	0,1696	0,06820	0,08465	-0,07494	0,1577	2,264	108,80	1,613	
109,00	1,480	0,1409	0,3395	0,00357	-0,1327	-0,00505	109,00	-0,1228	-0,1056	0,00569	0,1702	0,06840	0,08487	-0,07515	0,1579	2,270	109,00	1,617	
109,20	1,485	0,1410	0,3401	0,00355	-0,1329	-0,00505	109,20	-0,1231	-0,1059	0,00574	0,1707	0,06857	0,08507	-0,07536	0,1581	2,277	109,20	1,620	
109,40	1,488	0,1411	0,3408	0,00340	-0,1331	-0,00505	109,40	-0,1234	-0,1062	0,00579	0,1712	0,06873	0,08527	-0,07559	0,1583	2,281	109,40	1,623	
109,60	1,489	0,1412	0,3418	0,00332	-0,1334	-0,00505	109,60	-0,1237	-0,1064	0,00584	0,1716	0,06889	0,08549	-0,07586	0,1586	2,282	109,60	1,627	
109,80	1,506	0,1413	0,3427	0,00319	-0,1337	-0,00506	109,80	-0,1239	-0,1067	0,00589	0,1720	0,06905	0,08572	-0,07615	0,1588	2,306	109,80	1,630	
110,00	1,517	0,1414	0,3438	0,00279	-0,1340	-0,00506	110,00	-0,1243	-0,1069	0,00594	0,1724	0,06922	0,08600	-0,07655	0,1591	2,321	110,00	1,633	
110,20	1,530	0,1416	0,3446	0,00254	-0,1345	-0,00507	110,20	-0,1247	-0,1071	0,00599	0,1730	0,06940	0,08640	-0,07716	0,1595	2,340	110,20	1,637	
110,40	1,540	0,1417	0,3456	0,00211	-0,1349	-0,00508	110,40	-0,1253	-0,1073	0,00603	0,1740	0,06964	0,08693	-0,07795	0,1599	2,355	110,40	1,640	
110,60	1,559	0,1420	0,3474	0,00161	-0,1355	-0,00509	110,60	-0,1259	-0,1075	0,00607	0,1756	0,06992	0,08752	-0,07886	0,1605	2,381	110,60	1,643	
110,80	1,567	0,1423	0,3496	0,00128	-0,1361	-0,00509	110,80	-0,1266	-0,1077	0,00611	0,1774	0,07025	0,08819	-0,07990	0,1613	2,394	110,80	1,647	
111,00	1,592	0,1425	0,3516	0,00076	-0,1368	-0,00510	111,00	-0,1275	-0,1080	0,00616	0,1791	0,07064	0,08893	-0,08102	0,1622	2,429	111,00	1,650	
111,20	1,616	0,1427	0,3550	0,000	-0,1375	-0,00511	111,20	-0,1285	-0,1083	0,00621	0,1808	0,07108	0,08974	-0,08217	0,1632	2,463	111,20	1,653	
111,40	1,657	0,1431	0,3592	-0,00145	-0,1388	-0,00512	111,40	-0,1297	-0,1088	0,00626	0,1829	0,07158	0,09072	-0,08363	0,1644	2,520	111,40	1,657	
111,60	1,660	0,1435	0,3642	-0,00195	-0,1400	-0,00514	111,60	-0,1315	-0,1093	0,00633	0,1856	0,07224	0,09207	-0,08574	0,1661	2,525	111,60	1,660	
111,80	1,658	0,1439	0,3655	-0,00147	-0,1406	-0,00515	111,80	-0,1335	-0,1101	0,00641	0,1886	0,07307	0,09361	-0,08785	0,1679	2,522	111,80	1,663	
112,00	1,649	0,1442	0,3663	-0,00106	-0,1409	-0,00515	112,00	-0,1350	-0,1114	0,00655	0,1906	0,07376	0,09474	-0,08881	0,1687	2,511	112,00	1,667	
112,20	1,644	0,1444	0,3670	-0,00072	-0,1411	-0,00515	112,20	-0,1359	-0,1128	0,00675	0,1915	0,07415	0,09527	-0,08878	0,1687	2,503	112,20	1,670	
112,40	1,641	0,1447	0,3678	-0,00043	-0,1413	-0,00515	112,40	-0,1363	-0,1141	0,00701	0,1919	0,07435	0,09547	-0,08844	0,1684	2,500	112,40	1,673	
112,60	1,652	0,1448	0,3683	-0,00062	-0,1415	-0,00515	112,60	-0,1365	-0,1152	0,00730	0,1920	0,07447	0,09556	-0,08811	0,1681	2,516	112,60	1,677	
112,80	1,676	0,1449	0,3706	-0,00143	-0,1419	-0,00516	112,80	-0,1368	-0,1160	0,00758	0,1921	0,07457	0,09564	-0,08813	0,1682	2,550	112,80	1,680	
113,00	1,722	0,1451	0,3757	-0,00254	-0,1430	-0,00517	113,00	-0,1373	-0,1166	0,00781	0,1922	0,07473	0,09601	-0,08885	0,1694	2,614	113,00	1,683	
113,20	1,750	0,1456	0,3790	-0,00346	-0,1440	-0,00519	113,20	-0,1384	-0,1170	0,00797	0,1932	0,07514	0,09699	-0,09053	0,1713	2,655	113,20	1,687	
113,40	1,769	0,1460	0,3818	-0,00407	-0,1450	-0,00521	113,40	-0,1400	-0,1174	0,00810	0,1963	0,07580	0,09838	-0,09277	0,1734	2,681	113,40	1,690	
113,60	1,790	0,1464	0,3830	-0,00464	-0,1459	-0,00522	113,60	-0,1416	-0,1181	0,00821	0,1998	0,07657	0,09976	-0,09487	0,1754	2,711	113,60	1,693	
113,80	1,807	0,1466	0,3844	-0,00506	-0,1468	-0,00523	113,80	-0,1431	-0,1190	0,00833	0,2023	0,07730	0,1010	-0,09662	0,1772	2,735	113,80	1,697	
114,00	1,820	0,1470	0,3861	-0,00536	-0,1475	-0,00524	114,00	-0,1445	-0,1200	0,00847	0,2043	0,07796	0,1022	-0,09811	0,1788	2,754	114,00	1,700	
114,20	1,839	0,1472	0,3886	-0,00582	-0,1483	-0,00525	114,20	-0,1458	-0,1210	0,00864	0,2061	0,07850	0,1032	-0,09937	0,1801	2,780	114,20	1,703	
114,40	1,857	0,1474	0,3896	-0,00634	-0,1490	-0,00526	114,40	-0,1470	-0,1220	0,00882	0,2078	0,07896	0,1042	-0,1005	0,1818	2,806	114,40	1,707	
114,60	1,865	0,1477	0,3910	-0,00666	-0,1498	-0,00526	114,60	-0,1482	-0,1228	0,00899	0,2093	0,07943	0,1052	-0,1018	0,1836	2,818	114,60	1,710	
114,80	1,873	0,1480	0,3921	-0,00673	-0,1503	-0,00527	114,80	-0,1495	-0,1237	0,00916	0,2106	0,07993	0,1062	-0,1030	0,1853	2,829	114,80	1,713	
115,00	1,880	0,1482	0,3932	-0,00685	-0,1508	-0,00528	115,00	-0,1506	-0,1245	0,00935	0,2116	0,08039	0,1071	-0,1039	0,1866	2,840	115,00	1,717	
115,20	1,885	0,1484	0,3945	-0,00698	-0,1513	-0,00530	115,20	-0,1515	-0,1254	0,00955	0,2125	0,08076	0,1079	-0,1046	0,1877	2,847	115,20	1,720	
115,40	1,890	0,1487	0,3958	-0,00691	-0,1516	-0,00530	115,40	-0,1523	-0,1263	0,00974	0,2135	0,08107	0,1085	-0,1051	0,1887	2,854	115,40	1,723	
115,60	1,893	0,1488	0,3971	-0,00695	-0,1520	-0,00531	115,60	-0,1531	-0,1271	0,00993	0,2146	0,08130	0,1090	-0,1055	0,1894	2,859	115,60	1,727	
115,80	1,900	0,1490	0,3987	-0,00721	-0,1523	-0,00532	115,80	-0,1537	-0,1280	0,01011	0,2154	0,08148	0,1095	-0,1059	0,1901	2,868	115,80	1,730	
116,00	1,920	0,1493	0,4007	-0,00753	-0,1527	-0,00534	116,00	-0,1543	-0,1287	0,01028	0,2161	0,08165	0,1099	-0,1064	0,1910	2,897	116,00	1,733	
116,20	1,932	0,1494	0,4029	-0,00790	-0,1531	-0,00536	116,20	-0,1550	-0,1294	0,01045	0,2167	0,08183	0,1104	-0,1071	0,1923	2,913	116,20	1,737	
116,40	1,937	0,1496	0,4046	-0,00808	-0,1535	-0,00538	116,40	-0,1557	-0,1299	0,01061	0,2173	0,08203	0,1110	-0,1079	0,1939	2,921	116,40	1,740	
116,60	1,938	0,1498	0,4052	-0,00794	-0,1539	-0,00539	116,60	-0,1565	-0,1304	0,01077	0,2181	0,08224	0,1117	-0,1087	0,1950	2,923	116,60	1,743	
116,80	1,932	0,1499	0,4058	-0,00785	-0,1541	-0,00540	116,80	-0,1572	-0,1309	0,01094	0,2187	0,08246	0,1122	-0,1092	0,1955	2,914	116,80	1,747	
117,00	1,933	0,1501	0,4062	-0,00778	-0,1542	-0,00541	117,00	-0,1576	-0,1314	0,01116	0,2192	0,08263	0,1125	-0,1094	0,1956	2,916	117,00	1,750	
117,20	1,928	0,1502	0,4067	-0,00764	-0,1543	-0,00543	117,20	-0,1580	-0,1319	0,01141	0,2196	0,08275	0,1127	-0,1094	0,1955	2,909	117,20	1,753	
117,40	1,927	0,1503	0,4071	-0,00762	-0,1545	-0,00544	117,40	-0,1582	-0,1324	0,01169	0,2198	0,08282	0,1128	-0,1094	0,1954	2,908	117,40	1,757	
117,60	1,927	0,1504	0,4074	-0,00754	-0,1546	-0,00546	117,60	-0,1584	-0,1329	0,01196	0,2199	0,08288	0,1128	-0,1094	0,1954	2,908	117,60	1,760	
117,80	1,931	0,1505	0,4077	-0,00750	-0,1547	-0,00547	117,80	-0,1585	-0,1332	0,01224	0,2200	0,08293	0,1128	-0,1093	0,1954	2,914	117,80	1,763	
118,00	1,933	0,1506	0,4080	-0,00757	-0,1548	-0,00549	118,00	-0,1587	-0,1335	0,01253	0,2201	0,08296	0,1129	-0,1094	0,1954	2,917	118,00	1,767	
118,20	1,932	0,1506	0,4083	-0,00763	-0,1549	-0,00550	118,20	-0,1588	-0,1338	0,01281	0,2202	0,08300	0,1129	-0,1095	0,1957	2,916	118,20	1,770	
118,40	1,942	0,1507	0,4087	-0,00773	-0,1551	-0,00552	118,40	-0,1590	-0,1341	0,01310	0,2203	0,08304	0,1130	-0,1097	0,1961	2,930	118,40	1,773	
118,60	1,941	0,1508	0,4094	-0,00776	-0,1553	-0,00554	118,60	-0,1592	-0,1343	0,01340	0,2204	0,08308	0,1132	-0,1099	0,1967	2,928	118,60	1,777	
118,80	1,939	0,1509	0,4098	-0,00770	-0,1554	-0,00555	118,80	-0,1595	-0,1345	0,01367	0,2205	0,08312	0,1134	-0,1102	0,1971	2,926	118,80	1,780	
119,00	1,965	0,1510	0,4114	-0,00845	-0,1555	-0,00557	119,00	-0,1597	-0,1346	0,01390	0,2206	0,08317	0,1136	-0,1103	0,1974	2,963	119,00	1,783	
119,20	1,999	0,1511	0,4133	-0,00948	-0,1561	-0,00559	119,20	-0,1600	-0,1348	0,01411	0,2207	0,08323	0,1139	-0,1109	0,1983	3,010	119,20	1,787	
119,40	2,015	0,1513	0,4145	-0,01001	-0,1567	-0,00562	119,40	-0,1607	-0,1349	0,01427	0,2212	0,08338	0,1146	-0,1123	0,2006	3,033	119,40	1,790	
119,60	2,027	0,1515	0,4168	-0,01055	-0,1572	-0,00564	119,60	-0,1617	-0,1350	0,01439	0,2228	0,08369	0,1157	-0,1140	0,2031	3,050	119,60	1,793	
119,80	2,032	0,1517	0,4183	-0,01063	-0,1576	-0,00566	119,80	-0,1627	-0,1352	0,01452	0,2253	0,08408	0,1168	-0,1154	0,2049	3,057	119,80	1,797	
120,00	2,040	0,1518	0,4193	-0,01079	-0,1579	-0,00567	120,00	-0,1635	-0,1354	0,01463	0,2274	0,08444	0,1176	-0,1164	0,2058	3,068	120,00	1,800	
120,20	2,041	0,1519	0,4211	-0,01103	-0,1582	-0,00568	120,20	-0,1642	-0,1357	0,01474	0,2287	0,08472	0,1182	-0,1171	0,2064	3,070	120,20	1,803	
120,40	2,045	0,1521	0,4227	-0,01115	-0,1585	-0,00569	120,40	-0,1647	-0,1361	0,01486	0,2296	0,08495	0,1186	-0,1176	0,2073	3,075	120,40	1,807	
120,60	2,061	0,1522	0,4239	-0,01135	-0,1588	-0,00570	120,60	-0,1652	-0,1365	0,01500	0,2302	0,08515	0,1190	-0,1182	0,2083	3,099	120,60	1,810	
120,80	2,087	0,1524	0,4259	-0,01228	-0,1592	-0,00571	120,80	-0,1657	-0,1369	0,01515	0,2309	0,08534	0,1194	-0,1188	0,2093	3,135	120,80	1,813	
121,00	2,100	0,1526	0,4286	-0,01272	-0,1598	-0,00572	121,00	-0,1663	-0,1373	0,01529	0,2318	0,08556	0,1200	-0,1197	0,2112	3,154	121,00	1,817	
121,20	2,104	0,1527	0,4302	-0,01305	-0,1602	-0,00574	121,20	-0,1672	-0,1376	0,01542	0,2334	0,08587	0,1209	-0,1211	0,2135	3,160	121,20	1,820	
121,40	2,118	0,1529	0,4315	-0,01341	-0,1607	-0,00576	121,40	-0,1681	-0,1380	0,01555	0,2352	0,08621	0,1218	-0,1222	0,2153	3,179	121,40	1,823	
121,60	2,118	0,1531	0,4327	-0,01355	-0,1612	-0,00578	121,60	-0,1689	-0,1385	0,01570	0,2365	0,08655	0,1226	-0,1232	0,2167	3,180	121,60	1,827	
121,80	2,129	0,1533	0,4337	-0,01359	-0,1615	-0,00579	121,80	-0,1696	-0,1392	0,01587	0,2375	0,08684	0,1234	-0,1240	0,2179	3,195	121,80	1,830	
122,00	2,128	0,1534	0,4347	-0,01364	-0,1617	-0,00581	122,00	-0,1702	-0,1399	0,01604	0,2382	0,08707	0,1240	-0,1245	0,2186	3,194	122,00	1,833	
122,20	2,129	0,1536	0,4356	-0,01367	-0,1620	-0,00582	122,20	-0,1707	-0,1407	0,01623	0,2389	0,08724	0,1244	-0,1248	0,2191	3,195	122,20	1,837	
122,40	2,131	0,1537	0,4363	-0,01359	-0,1622	-0,00585	122,40	-0,1710	-0,1414	0,01641	0,2394	0,08738	0,1247	-0,1251	0,2196	3,199	122,40	1,840	
122,60	2,121	0,1538	0,4368	-0,01336	-0,1623	-0,00587	122,60	-0,1713	-0,1420	0,01659	0,2398	0,08750	0,1250	-0,1252	0,2198	3,184	122,60	1,843	
122,80	2,115	0,1539	0,4372	-0,01318	-0,1625	-0,00589	122,80	-0,1716	-0,1426	0,01675	0,2402	0,08759	0,1251	-0,1251	0,2196	3,176	122,80	1,847	
123,00	2,114	0,1539	0,4374	-0,01354	-0,1626	-0,00591	123,00	-0,1717	-0,1432	0,01690	0,2404	0,08766	0,1252	-0,1250	0,2191	3,175	123,00	1,850	
123,20	2,107	0,1541	0,4374	-0,01297	-0,1626	-0,00594	123,20	-0,1718	-0,1437	0,01705	0,2406	0,08771	0,1252	-0,1248	0,2187	3,166	123,20	1,853	
123,40	2,108	0,1544	0,4377	-0,01281	-0,1629	-0,00597	123,40	-0,1719	-0,1441	0,01721	0,2407	0,08775	0,1252	-0,1238	0,2184	3,168	123,40	1,857	
123,60	2,105	0,1545	0,4379	-0,01274	-0,1630	-0,00601	123,60	-0,1721	-0,1445	0,01749	0,2409	0,08782	0,1252	-0,1228	0,2182	3,163	123,60	1,860	
123,80	2,113	0,1546	0,4381	-0,01296	-0,1630	-0,00605	123,80	-0,1722	-0,1449	0,01780	0,2410	0,08790	0,1252	-0,1228	0,2182	3,175	123,80	1,863	
124,00	2,124	0,1546	0,4385	-0,01316	-0,1631	-0,00608	124,00	-0,1723	-0,1452	0,01800	0,2411	0,08794	0,1252	-0,1232	0,2186	3,190	124,00	1,867	
124,20	2,137	0,1547	0,4392	-0,01357	-0,1632	-0,00611	124,20	-0,1724	-0,1454	0,01810	0,2412	0,08796	0,1252	-0,1236	0,2196	3,209	124,20	1,870	
124,40	2,147	0,1547	0,4405	-0,01388	-0,1635	-0,00614	124,40	-0,1725	-0,1455	0,01815	0,2413	0,08798	0,1253	-0,1242	0,2211	3,222	124,40	1,873	
124,60	2,168	0,1547	0,4417	-0,01435	-0,1637	-0,00617	124,60	-0,1729	-0,1456	0,01819	0,2415	0,08803	0,1256	-0,1249	0,2225	3,252	124,60	1,877	
124,80	2,176	0,1548	0,4428	-0,01495	-0,1640	-0,00620	124,80	-0,1733	-0,1456	0,01823	0,2417	0,08811	0,1260	-0,1257	0,2239	3,263	124,80	1,880	
125,00	2,203	0,1548	0,4442	-0,01576	-0,1645	-0,00623	125,00	-0,1738	-0,1457	0,01827	0,2421	0,08824	0,1265	-0,1268	0,2253	3,301	125,00	1,883	
125,20	2,224	0,1549	0,4459	-0,01667	-0,1650	-0,00627	125,20	-0,1745	-0,1457	0,01830	0,2431	0,08845	0,1272	-0,1281	0,2270	3,331	125,20	1,887	
125,40	2,257	0,1550	0,4480	-0,01789	-0,1656	-0,00630	125,40	-0,1754	-0,1458	0,01833	0,2448	0,08879	0,1281	-0,1298	0,2290	3,377	125,40	1,890	
125,60	2,277	0,1550	0,4509	-0,01890	-0,1663	-0,00632	125,60	-0,1765	-0,1459	0,01836	0,2470	0,08927	0,1291	-0,1318	0,2315	3,404	125,60	1,893	
125,80	2,297	0,1550	0,4533	-0,01947	-0,1670	-0,00635	125,80	-0,1777	-0,1461	0,01841	0,2496	0,08987	0,1303	-0,1339	0,2343	3,433	125,80	1,897	
126,00	2,302	0,1551	0,4557	-0,01979	-0,1675	-0,00638	126,00	-0,1790	-0,1465	0,01847	0,2521	0,09050	0,1314	-0,1358	0,2369	3,440	126,00	1,900	
126,20	2,308	0,1551	0,4582	-0,01998	-0,1680	-0,00639	126,20	-0,1800	-0,1471	0,01854	0,2540	0,09102	0,1323	-0,1370	0,2391	3,448	126,20	1,903	
126,40	2,306	0,1552	0,4599	-0,02005	-0,1684	-0,00641	126,40	-0,1808	-0,1478	0,01862	0,2553	0,09142	0,1329	-0,1378	0,2406	3,445	126,40	1,907	
126,60	2,298	0,1553	0,4606	-0,01983	-0,1686	-0,00642	126,60	-0,1814	-0,1487	0,01873	0,2562	0,09175	0,1334	-0,1382	0,2414	3,434	126,60	1,910	
126,80	2,295	0,1554	0,4612	-0,01958	-0,1687	-0,00645	126,80	-0,1818	-0,1496	0,01885	0,2568	0,09199	0,1336	-0,1383	0,2413	3,430	126,80	1,913	
127,00	2,290	0,1554	0,4614	-0,01945	-0,1688	-0,00647	127,00	-0,1820	-0,1506	0,01899	0,2572	0,09213	0,1338	-0,1381	0,2409	3,423	127,00	1,917	
127,20	2,292	0,1555	0,4616	-0,01940	-0,1690	-0,00651	127,20	-0,1821	-0,1514	0,01913	0,2575	0,09222	0,1338	-0,1378	0,2405	3,427	127,20	1,920	
127,40	2,282	0,1556	0,4619	-0,01923	-0,1690	-0,00655	127,40	-0,1822	-0,1520	0,01927	0,2577	0,09229	0,1338	-0,1377	0,2402	3,413	127,40	1,923	
127,60	2,281	0,1558	0,4619	-0,01917	-0,1691	-0,00660	127,60	-0,1822	-0,1525	0,01940	0,2578	0,09235	0,1338	-0,1376	0,2401	3,411	127,60	1,927	
127,80	2,280	0,1558	0,4622	-0,01914	-0,1692	-0,00664	127,80	-0,1823	-0,1529	0,01954	0,2579	0,09238	0,1338	-0,1375	0,2400	3,410	127,80	1,930	
